row_id,split
25000,train
91626,train
53524,train
106625,train
29206,train
72744,train
93042,train
55622,train
29539,train
72788,train
77658,train
15982,train
70780,train
77262,train
81888,train
29361,train
8406,train
109607,train
80837,train
83489,train
115419,train
37939,train
52931,train
5020,train
3144,train
763,train
84400,train
82602,train
103330,train
31121,train
104249,train
68114,train
37638,train
82402,train
7658,train
17155,train
98484,train
1965,train
95523,train
78171,train
15286,train
19446,train
91498,train
102178,train
85957,train
28948,train
60964,train
74757,train
124770,train
97638,train
105312,train
67586,train
51116,train
44804,train
89124,train
98811,train
13444,train
45758,train
32338,train
53626,train
112583,train
59665,train
53804,train
7452,train
81458,train
71608,train
73610,train
42681,train
31902,train
114225,train
104865,train
126800,train
38088,train
77007,train
110548,train
124985,train
81140,train
43096,train
27718,train
64521,train
106739,train
23318,train
77509,train
90907,train
59843,train
19462,train
126236,train
114395,train
28761,train
50755,train
75424,train
84486,train
29196,train
39143,train
128704,train
96279,train
110289,train
96701,train
53468,train
123568,train
40253,train
83506,train
14440,train
121588,train
95409,train
114474,train
92008,train
129856,train
1184,train
4545,train
1389,train
72479,train
20614,train
56521,train
42459,train
109538,train
59056,train
105676,train
120477,train
2766,train
26325,train
77919,train
111076,train
128164,train
126621,train
121418,train
90823,train
81091,train
12596,train
36661,train
14931,train
33655,train
101508,train
106511,train
23835,train
62912,train
49953,train
16146,train
88988,train
61277,train
29922,train
98354,train
90733,train
94075,train
42090,train
2035,train
44531,train
35014,train
105092,train
111056,train
108020,train
55991,train
58587,train
45585,train
59008,train
32115,train
290,train
2244,train
125752,train
119282,train
15883,train
13962,train
98237,train
72618,train
52461,train
9724,train
106669,train
101314,train
894,train
106742,train
99713,train
128955,train
59794,train
11213,train
73805,train
64246,train
22446,train
70927,train
100552,train
101161,train
102664,train
54995,train
67072,train
96035,train
24949,train
78940,train
18857,train
30114,train
122947,train
34884,train
27583,train
75420,train
57968,train
105335,train
107409,train
34046,train
15476,train
6418,train
87597,train
122429,train
87882,train
125310,train
104145,train
85519,train
23995,train
6439,train
12914,train
79325,train
120490,train
114717,train
103540,train
121439,train
1083,train
98893,train
109244,train
90652,train
84818,train
15250,train
68267,train
79985,train
108878,train
64093,train
65170,train
66493,train
15864,train
84259,train
100040,train
20706,train
86985,train
121485,train
35498,train
113968,train
28183,train
38894,train
37442,train
118135,train
51276,train
94274,train
16343,train
37961,train
27597,train
5183,train
45827,train
32203,train
34476,train
43171,train
128697,train
125307,train
16115,train
86460,train
54677,train
60968,train
93609,train
116814,train
124976,train
9852,train
84959,train
121596,train
99958,train
117205,train
122055,train
94009,train
120107,train
105273,train
18504,train
83095,train
39890,train
108425,train
91528,train
93154,train
107145,train
38780,train
7815,train
81010,train
1912,train
116188,train
29547,train
126790,train
55115,train
69927,train
73217,train
108645,train
45512,train
89056,train
83105,train
128596,train
86451,train
67583,train
6809,train
8212,train
33737,train
16976,train
16817,train
104047,train
80327,train
25753,train
106637,train
100726,train
1202,train
76735,train
82052,train
117387,train
24954,train
91372,train
97349,train
25840,train
8423,train
39525,train
22400,train
88667,train
114969,train
120347,train
78440,train
85670,train
77183,train
29024,train
61029,train
78968,train
15156,train
114423,train
111446,train
33359,train
28163,train
74003,train
85161,train
13666,train
2593,train
57858,train
73545,train
14556,train
77,train
50766,train
107899,train
67493,train
16908,train
101328,train
81316,train
114315,train
72026,train
69364,train
66564,train
72308,train
81978,train
97828,train
119551,train
32034,train
65662,train
92590,train
39992,train
102596,train
26591,train
91924,train
118661,train
58163,train
10717,train
85225,train
44481,train
6436,train
31441,train
13611,train
63966,train
127788,train
92377,train
67212,train
39870,train
11320,train
30968,train
36010,train
16249,train
37601,train
35287,train
122907,train
27265,train
39300,train
54209,train
63937,train
56302,train
88065,train
127922,train
112390,train
106285,train
59516,train
57320,train
69599,train
12202,train
5936,train
11026,train
125062,train
16672,train
39647,train
52957,train
44042,train
19017,train
40467,train
53502,train
112839,train
5397,train
42074,train
111251,train
80501,train
7479,train
28882,train
54443,train
74735,train
72456,train
48618,train
96685,train
121836,train
80559,train
70556,train
98042,train
66822,train
28822,train
3752,train
108280,train
83680,train
124602,train
19666,train
5283,train
54775,train
52915,train
59649,train
102814,train
73293,train
104764,train
45843,train
112301,train
42766,train
115426,train
52186,train
7444,train
11978,train
85231,train
37420,train
6235,train
10430,train
95109,train
27498,train
58471,train
109537,train
116759,train
27807,train
102962,train
31132,train
68117,train
64153,train
57855,train
21420,train
84010,train
101939,train
104910,train
91409,train
28100,train
8890,train
82419,train
12249,train
116744,train
89597,train
25306,train
17989,train
24362,train
75617,train
90887,train
61145,train
55918,train
60932,train
122432,train
110808,train
82228,train
124359,train
56208,train
25040,train
88378,train
120670,train
74737,train
59799,train
85359,train
61743,train
33457,train
64002,train
101052,train
128098,train
28064,train
57084,train
89433,train
18401,train
48854,train
76411,train
111754,train
121332,train
55765,train
106372,train
89867,train
101037,train
12317,train
77268,train
2412,train
116992,train
29296,train
116835,train
106571,train
2657,train
118196,train
82126,train
107312,train
107815,train
106281,train
86782,train
124801,train
71874,train
54798,train
60950,train
67143,train
36930,train
65461,train
87965,train
104484,train
101012,train
30496,train
129241,train
33206,train
23091,train
56972,train
92897,train
26735,train
80654,train
110382,train
90899,train
44595,train
609,train
37099,train
104869,train
98870,train
34041,train
24744,train
116379,train
110486,train
50,train
59063,train
26150,train
20252,train
73747,train
108117,train
93661,train
123696,train
103378,train
71895,train
37645,train
85205,train
122696,train
117304,train
98933,train
48018,train
124615,train
13849,train
117577,train
78059,train
66584,train
77945,train
22090,train
129832,train
82195,train
38003,train
84543,train
80109,train
18830,train
105429,train
129860,train
114725,train
16907,train
63390,train
86686,train
106921,train
119881,train
115379,train
37883,train
863,train
56253,train
35670,train
36041,train
113632,train
81991,train
5430,train
51805,train
472,train
23314,train
107957,train
10456,train
81654,train
118934,train
122637,train
129395,train
109371,train
17261,train
5007,train
12710,train
91458,train
116203,train
27804,train
95182,train
119432,train
44395,train
53388,train
117896,train
13697,train
114485,train
6872,train
106279,train
73901,train
51279,train
64479,train
119008,train
53382,train
104684,train
119667,train
115456,train
126514,train
5520,train
112689,train
43929,train
17738,train
20225,train
67269,train
116993,train
101551,train
20231,train
79552,train
96305,train
65943,train
73385,train
92467,train
92000,train
68963,train
112553,train
31175,train
32858,train
116804,train
127637,train
72716,train
44198,train
74265,train
45885,train
84650,train
19713,train
72478,train
75186,train
104097,train
128422,train
76198,train
118219,train
122135,train
68935,train
71998,train
28365,train
31848,train
69238,train
40570,train
88353,train
50762,train
11178,train
61592,train
111867,train
76156,train
55452,train
11565,train
1478,train
9086,train
107147,train
94878,train
49142,train
51816,train
112847,train
126181,train
112456,train
59927,train
37007,train
2577,train
85449,train
64653,train
127744,train
19531,train
117191,train
4884,train
13688,train
4301,train
99152,train
64409,train
67301,train
13419,train
14303,train
65428,train
89243,train
97862,train
47823,train
83548,train
94760,train
48693,train
91930,train
23430,train
3874,train
86651,train
109799,train
67324,train
35228,train
86159,train
31862,train
7794,train
1419,train
94421,train
117457,train
17818,train
33114,train
61393,train
115666,train
46190,train
19953,train
69617,train
71124,train
1086,train
46067,train
62075,train
8519,train
40476,train
126950,train
112895,train
11663,train
116393,train
86704,train
99999,train
116380,train
78105,train
105511,train
70249,train
18046,train
41966,train
37826,train
3245,train
90149,train
113036,train
115650,train
67080,train
71662,train
17490,train
84501,train
106770,train
45111,train
96048,train
7858,train
6643,train
47569,train
66369,train
45930,train
109908,train
53397,train
70161,train
43471,train
125382,train
34401,train
7585,train
33015,train
49202,train
27430,train
75412,train
78308,train
24039,train
23349,train
11539,train
17338,train
61278,train
15363,train
36039,train
61435,train
42381,train
123852,train
77691,train
70781,train
72707,train
22341,train
103473,train
23186,train
98040,train
19319,train
121563,train
10077,train
114032,train
126593,train
97742,train
13456,train
98147,train
51511,train
98307,train
77036,train
101099,train
88621,train
3664,train
82366,train
111238,train
100585,train
92786,train
74865,train
116643,train
14002,train
119202,train
91547,train
84219,train
51723,train
4204,train
114503,train
36166,train
7311,train
105548,train
32877,train
2462,train
99341,train
55856,train
41248,train
62396,train
20588,train
123192,train
66110,train
72772,train
102883,train
100189,train
108392,train
99324,train
3931,train
92833,train
115270,train
79045,train
114218,train
34227,train
9948,train
129437,train
48795,train
116456,train
31982,train
6349,train
68175,train
115916,train
54401,train
109999,train
74741,train
73883,train
105100,train
92223,train
5495,train
51718,train
111232,train
78481,train
11887,train
46919,train
125049,train
58800,train
124004,train
1130,train
81326,train
101109,train
79715,train
7418,train
58319,train
37769,train
100880,train
32199,train
27323,train
121638,train
123757,train
82738,train
53414,train
34983,train
52148,train
125825,train
120599,train
33401,train
124722,train
65511,train
116028,train
14041,train
68615,train
106023,train
92170,train
26507,train
18140,train
35961,train
103273,train
66113,train
54914,train
44535,train
8511,train
7931,train
3983,train
46724,train
5963,train
88488,train
116719,train
26316,train
119189,train
99883,train
105596,train
66974,train
25686,train
39566,train
92303,train
47557,train
124767,train
77849,train
61,train
16414,train
67565,train
104706,train
588,train
42521,train
120370,train
43315,train
105972,train
109157,train
14126,train
755,train
7873,train
74190,train
57642,train
89122,train
102171,train
81208,train
126794,train
87313,train
1023,train
54240,train
68891,train
12666,train
112127,train
20913,train
57753,train
120514,train
85022,train
90103,train
75773,train
19968,train
45958,train
45280,train
97672,train
59011,train
89640,train
56625,train
67639,train
34341,train
112401,train
124867,train
32993,train
58354,train
29203,train
65125,train
54317,train
31972,train
119308,train
17105,train
16690,train
114575,train
47257,train
33812,train
8582,train
127039,train
32279,train
4493,train
62259,train
77649,train
61727,train
124316,train
89086,train
121290,train
41400,train
63487,train
50217,train
24217,train
62975,train
30340,train
124564,train
113650,train
112536,train
113112,train
82208,train
71213,train
55299,train
71408,train
56438,train
76791,train
101875,train
93089,train
120545,train
29810,train
43138,train
73680,train
3007,train
80028,train
123836,train
106623,train
99691,train
60315,train
104079,train
109298,train
97206,train
20800,train
107134,train
35478,train
109606,train
100087,train
80649,train
34619,train
116200,train
28771,train
95570,train
26795,train
54112,train
76490,train
23623,train
51931,train
24960,train
71990,train
109251,train
42807,train
57471,train
10715,train
67908,train
109902,train
12746,train
45663,train
110578,train
111334,train
38167,train
53243,train
25426,train
59409,train
2226,train
64855,train
996,train
69655,train
101632,train
74822,train
98790,train
15481,train
4078,train
101477,train
36866,train
76982,train
25412,train
75976,train
12401,train
6927,train
18952,train
102765,train
108777,train
33930,train
123772,train
35410,train
94426,train
20090,train
17619,train
90297,train
53095,train
88941,train
26368,train
125682,train
120446,train
114071,train
101871,train
125894,train
73580,train
19613,train
104360,train
40678,train
57483,train
20533,train
42973,train
90352,train
17806,train
113861,train
65927,train
125399,train
67847,train
24785,train
7781,train
49314,train
57380,train
40731,train
62182,train
16689,train
90451,train
53552,train
85991,train
48808,train
34890,train
5086,train
51266,train
71374,train
99598,train
81742,train
18749,train
88965,train
109759,train
75958,train
104417,train
76335,train
50975,train
83497,train
87250,train
81919,train
77010,train
72565,train
118802,train
45415,train
80999,train
30601,train
38746,train
109116,train
105188,train
50244,train
114425,train
81795,train
47241,train
25170,train
89829,train
24902,train
115191,train
16217,train
78445,train
90668,train
12093,train
60148,train
109032,train
34232,train
87365,train
33349,train
17156,train
108892,train
21636,train
115155,train
4477,train
102137,train
101159,train
15351,train
53197,train
124917,train
61927,train
67158,train
47195,train
46809,train
92182,train
111772,train
76665,train
115384,train
43200,train
34843,train
119119,train
84209,train
101512,train
44795,train
97220,train
55865,train
115271,train
32785,train
83803,train
99098,train
96183,train
70271,train
57851,train
82981,train
85310,train
94551,train
68484,train
82881,train
99244,train
92069,train
58988,train
74015,train
91871,train
28742,train
61712,train
50428,train
48071,train
115238,train
101970,train
111970,train
61235,train
90750,train
58066,train
84087,train
61508,train
87605,train
70063,train
25547,train
57165,train
49654,train
19789,train
1373,train
33546,train
29389,train
102716,train
18245,train
112716,train
125860,train
69300,train
95014,train
129378,train
77101,train
24264,train
124718,train
51588,train
86240,train
95065,train
52190,train
30350,train
88398,train
25216,train
85784,train
67325,train
104609,train
52813,train
80827,train
122101,train
117875,train
15256,train
93955,train
56643,train
21359,train
43839,train
79888,train
87504,train
86326,train
9046,train
51267,train
13572,train
102486,train
56957,train
126500,train
56520,train
15104,train
75486,train
18517,train
115073,train
98770,train
110835,train
123027,train
36640,train
9817,train
74595,train
84044,train
72179,train
60173,train
126162,train
67403,train
9248,train
123207,train
65004,train
4322,train
125820,train
10946,train
48889,train
44983,train
46428,train
111318,train
23183,train
127182,train
56156,train
12285,train
11118,train
32273,train
28197,train
59059,train
69663,train
10961,train
15177,train
75945,train
33388,train
90966,train
20392,train
86277,train
70882,train
115902,train
109218,train
100372,train
5003,train
40093,train
42436,train
114468,train
110921,train
82935,train
22982,train
16469,train
31515,train
15793,train
94770,train
102865,train
120778,train
79646,train
98288,train
106466,train
53759,train
104445,train
71593,train
94327,train
2066,train
74494,train
31022,train
114029,train
52081,train
77165,train
118215,train
74796,train
5150,train
41171,train
118035,train
38474,train
69812,train
101176,train
119601,train
105449,train
129692,train
32364,train
124663,train
118766,train
21830,train
101289,train
98775,train
129583,train
3192,train
53587,train
56501,train
115548,train
116622,train
56691,train
125246,train
63545,train
88277,train
11727,train
24201,train
117761,train
5824,train
115764,train
11960,train
82580,train
42386,train
38398,train
129872,train
52885,train
52159,train
45709,train
59919,train
53734,train
93043,train
110913,train
119701,train
129132,train
89461,train
13524,train
20589,train
108256,train
95028,train
61746,train
74500,train
57803,train
21488,train
57454,train
10895,train
17732,train
116858,train
36587,train
94449,train
35073,train
20713,train
44851,train
49155,train
5643,train
127453,train
125904,train
90797,train
41242,train
50950,train
99732,train
118970,train
61659,train
22146,train
5941,train
62969,train
128394,train
27283,train
69696,train
36152,train
68034,train
32780,train
80027,train
62549,train
99083,train
37435,train
58908,train
32078,train
98229,train
123914,train
2379,train
87082,train
35204,train
95725,train
8888,train
31381,train
62505,train
26207,train
32947,train
100485,train
112271,train
48641,train
77702,train
67474,train
65333,train
124645,train
35631,train
39151,train
120759,train
84611,train
60126,train
78106,train
121343,train
71857,train
68842,train
120519,train
110711,train
78781,train
82012,train
116415,train
5777,train
46939,train
82775,train
18412,train
9778,train
7656,train
127467,train
5885,train
98396,train
123222,train
111762,train
129273,train
88894,train
119444,train
30,train
35625,train
129045,train
115497,train
2872,train
79489,train
120744,train
51200,train
61085,train
92861,train
124690,train
90476,train
63352,train
53359,train
46085,train
128690,train
26666,train
59610,train
32891,train
114278,train
45325,train
122359,train
4780,train
47886,train
108224,train
45135,train
65453,train
695,train
43904,train
123115,train
47888,train
52169,train
106490,train
97274,train
39078,train
6342,train
5064,train
100740,train
80831,train
54975,train
46031,train
47066,train
121601,train
9368,train
109312,train
9759,train
44270,train
29423,train
6442,train
114365,train
10242,train
28735,train
10333,train
115240,train
45975,train
36207,train
97503,train
128547,train
50885,train
19170,train
90683,train
109151,train
111297,train
67327,train
71866,train
77138,train
109263,train
56773,train
71781,train
98300,train
128865,train
30712,train
13594,train
27263,train
4015,train
121905,train
8467,train
120799,train
4410,train
14060,train
97474,train
32035,train
8137,train
20228,train
129128,train
33166,train
61178,train
105015,train
27149,train
15170,train
72632,train
89178,train
116634,train
88079,train
90601,train
7066,train
87021,train
89063,train
105939,train
91133,train
66322,train
44600,train
71746,train
84991,train
115286,train
39469,train
79072,train
112075,train
82647,train
11315,train
35810,train
112439,train
12275,train
96189,train
86411,train
15471,train
5876,train
77431,train
29584,train
85825,train
20575,train
7926,train
18790,train
99588,train
22505,train
111885,train
97850,train
111202,train
24367,train
83027,train
85241,train
6801,train
867,train
58790,train
10270,train
111039,train
33277,train
37044,train
109162,train
77676,train
18290,train
70967,train
121574,train
8025,train
11245,train
117111,train
105665,train
37299,train
80604,train
20841,train
29885,train
34551,train
84616,train
73365,train
44354,train
120121,train
25546,train
122421,train
46121,train
108167,train
83169,train
53257,train
13588,train
129426,train
25206,train
81999,train
98619,train
24342,train
118425,train
32278,train
86565,train
10522,train
22639,train
74141,train
56065,train
105400,train
47047,train
71110,train
11229,train
41599,train
97083,train
15265,train
128430,train
128718,train
113000,train
42246,train
66020,train
108584,train
36175,train
112441,train
29665,train
15417,train
54036,train
27856,train
97227,train
52378,train
85256,train
104550,train
26116,train
49421,train
85655,train
50637,train
40512,train
99741,train
1884,train
118020,train
6356,train
75964,train
119147,train
69707,train
99174,train
127443,train
122398,train
75440,train
128930,train
52952,train
45400,train
99135,train
76685,train
38564,train
111310,train
95466,train
6380,train
57589,train
34595,train
124593,train
125075,train
111129,train
87268,train
71255,train
21514,train
69556,train
105754,train
95686,train
7796,train
100142,train
66489,train
38837,train
105900,train
22935,train
25356,train
18949,train
20748,train
63259,train
116411,train
119337,train
74945,train
107945,train
83959,train
12154,train
86044,train
119746,train
44736,train
106976,train
52943,train
6317,train
52622,train
26986,train
101583,train
110234,train
111771,train
85548,train
69362,train
87084,train
89108,train
39619,train
122054,train
24503,train
56271,train
128485,train
67407,train
397,train
89608,train
14377,train
110912,train
89390,train
2703,train
12500,train
31644,train
31735,train
58443,train
51325,train
5053,train
6724,train
20023,train
104160,train
47097,train
73199,train
84246,train
103740,train
82403,train
40832,train
55257,train
7834,train
73176,train
40460,train
39909,train
13707,train
84839,train
99861,train
109546,train
109268,train
115968,train
35104,train
1487,train
87302,train
64953,train
13329,train
95878,train
4381,train
25765,train
50140,train
96052,train
5182,train
40866,train
99731,train
77591,train
58664,train
64344,train
57442,train
47361,train
122005,train
38316,train
114408,train
108883,train
86130,train
128198,train
55649,train
107388,train
103838,train
116954,train
65557,train
90818,train
82215,train
18440,train
126104,train
46811,train
42216,train
99651,train
42940,train
26635,train
112490,train
82716,train
90109,train
57819,train
78321,train
35231,train
48500,train
32219,train
32752,train
6150,train
14763,train
36292,train
107062,train
98222,train
58205,train
67093,train
112738,train
33925,train
88748,train
122850,train
9164,train
2377,train
124583,train
109710,train
99404,train
78656,train
65663,train
81189,train
52679,train
109598,train
2602,train
125085,train
94536,train
27873,train
63523,train
106077,train
15073,train
32853,train
70022,train
55929,train
16050,train
39990,train
1757,train
122761,train
88266,train
38853,train
82822,train
42737,train
68352,train
6485,train
24558,train
3490,train
83666,train
57128,train
91923,train
113983,train
67137,train
108679,train
112454,train
59374,train
118432,train
73126,train
69662,train
4312,train
5431,train
70011,train
23295,train
51621,train
103816,train
17301,train
101321,train
10183,train
39117,train
102758,train
107057,train
87053,train
44043,train
55020,train
104703,train
121778,train
54881,train
56074,train
39242,train
79293,train
116374,train
67830,train
84055,train
69337,train
40010,train
52326,train
54802,train
1559,train
65768,train
25071,train
25288,train
97587,train
61946,train
2579,train
57498,train
104751,train
103184,train
79759,train
127274,train
92557,train
32604,train
105495,train
86872,train
73520,train
64075,train
106114,train
20084,train
60718,train
107949,train
69954,train
13582,train
37142,train
16936,train
129824,train
3809,train
114946,train
100138,train
36891,train
6135,train
82837,train
66648,train
116575,train
67964,train
77208,train
105145,train
27847,train
95524,train
81846,train
1103,train
102649,train
25889,train
70592,train
92743,train
52717,train
52913,train
1604,train
12155,train
110253,train
39163,train
10813,train
118863,train
120943,train
18896,train
91457,train
62806,train
123003,train
79575,train
113456,train
21090,train
101524,train
102795,train
66551,train
70752,train
108315,train
20,train
14505,train
63416,train
51841,train
31269,train
21095,train
125622,train
32559,train
28514,train
8819,train
21983,train
68930,train
103571,train
83134,train
104909,train
93041,train
106778,train
123793,train
83480,train
43419,train
57848,train
5709,train
67748,train
91116,train
70452,train
88420,train
95667,train
40431,train
11930,train
44005,train
35284,train
113040,train
82118,train
62878,train
112022,train
3124,train
95797,train
10160,train
40974,train
125851,train
108336,train
18308,train
89085,train
77226,train
28252,train
76756,train
44631,train
82119,train
81814,train
118169,train
83823,train
92416,train
43381,train
48008,train
6385,train
34535,train
83159,train
11030,train
64845,train
81261,train
83369,train
21520,train
94584,train
102340,train
52611,train
106693,train
127924,train
41377,train
47301,train
25128,train
114300,train
96015,train
98831,train
105370,train
73284,train
37718,train
83770,train
25014,train
39133,train
60955,train
50610,train
66763,train
117642,train
58158,train
117063,train
59885,train
63774,train
113967,train
84820,train
60143,train
92004,train
112888,train
82090,train
66561,train
14396,train
120795,train
9160,train
18031,train
21555,train
97256,train
100021,train
57184,train
111206,train
22189,train
33414,train
62899,train
43826,train
37252,train
38935,train
111144,train
92139,train
29392,train
25261,train
88303,train
49645,train
92113,train
63117,train
40326,train
64200,train
71094,train
84283,train
4530,train
81478,train
81582,train
13581,train
50108,train
99290,train
28641,train
54121,train
120789,train
29894,train
86999,train
35009,train
13568,train
102293,train
101238,train
109990,train
114382,train
129581,train
14320,train
105901,train
32059,train
41223,train
65131,train
34829,train
117997,train
71933,train
35187,train
83647,train
10288,train
90604,train
45673,train
55752,train
56514,train
71634,train
73209,train
72942,train
124925,train
17199,train
119455,train
95534,train
80335,train
111055,train
7525,train
63704,train
106811,train
82288,train
24446,train
101005,train
120308,train
121660,train
52718,train
9213,train
101047,train
86898,train
10889,train
71601,train
65500,train
34176,train
83068,train
45602,train
34577,train
106643,train
127893,train
128137,train
56379,train
66941,train
53588,train
80869,train
33810,train
100090,train
107330,train
121186,train
50918,train
21981,train
7789,train
10789,train
7891,train
87378,train
104434,train
108941,train
54568,train
12254,train
57752,train
91495,train
124883,train
88976,train
20914,train
71239,train
74659,train
115514,train
73030,train
40322,train
114019,train
2854,train
87153,train
93243,train
81950,train
3073,train
8512,train
45863,train
65092,train
60632,train
68864,train
79165,train
38521,train
28682,train
110974,train
63373,train
14762,train
102339,train
16669,train
24034,train
69507,train
108819,train
102766,train
51091,train
76956,train
8641,train
100941,train
14140,train
9976,train
80606,train
78150,train
17418,train
78365,train
126788,train
124783,train
73939,train
78065,train
60407,train
67996,train
26255,train
123983,train
16361,train
29451,train
102594,train
74915,train
94635,train
123993,train
121103,train
98218,train
16081,train
80610,train
29079,train
38187,train
8745,train
116904,train
123044,train
74333,train
72897,train
89693,train
8182,train
61464,train
125572,train
72254,train
63380,train
105171,train
3173,train
30591,train
42575,train
62350,train
36275,train
19030,train
96040,train
113472,train
33831,train
28528,train
124528,train
97753,train
16785,train
4028,train
63730,train
7408,train
62686,train
39824,train
79855,train
129467,train
2167,train
88516,train
97613,train
71938,train
10128,train
44672,train
23446,train
67107,train
99043,train
123217,train
50927,train
79701,train
55162,train
87632,train
45770,train
96021,train
101614,train
71103,train
69246,train
34478,train
2553,train
98052,train
127149,train
61603,train
76915,train
89730,train
121974,train
55758,train
55081,train
71356,train
119004,train
45147,train
98416,train
21489,train
97720,train
23870,train
6351,train
45038,train
79685,train
114038,train
32583,train
41311,train
54371,train
17668,train
36970,train
48603,train
123428,train
82044,train
71476,train
73494,train
4267,train
28853,train
66038,train
123015,train
73163,train
55200,train
36718,train
67720,train
4817,train
62809,train
55042,train
90382,train
27139,train
92405,train
117329,train
96958,train
59685,train
93960,train
106866,train
15487,train
59867,train
45332,train
103746,train
15792,train
79889,train
8596,train
50656,train
44853,train
723,train
788,train
15380,train
52434,train
868,train
33568,train
101964,train
31764,train
58538,train
126131,train
127409,train
48511,train
35129,train
117631,train
103666,train
83531,train
98254,train
65605,train
30722,train
22380,train
61971,train
64442,train
119057,train
51158,train
34872,train
120891,train
116228,train
74194,train
127470,train
77876,train
91826,train
119785,train
98856,train
53389,train
110341,train
73501,train
54102,train
92318,train
25542,train
79660,train
2970,train
30662,train
75831,train
114259,train
91126,train
71735,train
23934,train
93314,train
4223,train
30569,train
7378,train
85759,train
117348,train
107241,train
78905,train
24754,train
100943,train
1191,train
81910,train
116479,train
121839,train
107287,train
59664,train
90599,train
79751,train
114913,train
117439,train
64955,train
3711,train
18090,train
30649,train
59202,train
84081,train
67747,train
127372,train
58281,train
19199,train
6500,train
23802,train
64558,train
124710,train
63874,train
116923,train
106533,train
118851,train
25531,train
65459,train
40710,train
59774,train
89287,train
119942,train
110379,train
58432,train
67762,train
33708,train
48776,train
117793,train
26441,train
78055,train
93050,train
100187,train
84574,train
56075,train
111329,train
6942,train
77892,train
90916,train
39838,train
69087,train
621,train
108855,train
14964,train
11988,train
60403,train
58676,train
23342,train
15303,train
49702,train
96947,train
11323,train
17169,train
119149,train
126786,train
62676,train
38931,train
84453,train
31122,train
24971,train
23503,train
86061,train
82813,train
83189,train
9376,train
125800,train
29551,train
20321,train
102101,train
115848,train
84266,train
42579,train
7557,train
4144,train
121215,train
75795,train
87011,train
102724,train
102455,train
54990,train
94378,train
9485,train
126208,train
78730,train
7335,train
35079,train
81482,train
79633,train
268,train
12374,train
128210,train
59149,train
35692,train
59272,train
124283,train
58153,train
39590,train
42304,train
129662,train
40424,train
14759,train
27512,train
38481,train
106423,train
70591,train
103079,train
60547,train
46164,train
97656,train
1260,train
43813,train
22580,train
116842,train
41407,train
32495,train
58818,train
115491,train
8382,train
42884,train
5647,train
56883,train
4847,train
72689,train
97246,train
113865,train
16042,train
28770,train
91333,train
71078,train
30317,train
123355,train
92707,train
17945,train
88705,train
25127,train
89841,train
105443,train
80640,train
30161,train
84932,train
63185,train
73865,train
105544,train
80638,train
74528,train
113214,train
60457,train
2491,train
121466,train
31672,train
2760,train
22672,train
16575,train
24813,train
11055,train
45905,train
48696,train
27508,train
126416,train
55659,train
98904,train
113862,train
14336,train
